序号,月报期数,产品分类（月报）,日期,召回数量,产品名称,标题,召回原因,危害源,危害情况,区域,链接,,,,,,,
,11,其他,2020/10/27,22,一次性防护口罩,【黑龙江】北安市华升医疗器械有限公司召回一次性防护口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94054.html,,,,,,,
,11,其他,2020/10/27,600,一次性防护口罩,【黑龙江】大庆汉疆农业科技有限公司召回一次性口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94053.html,,,,,,,
,11,其他,2020/10/27,500,一次性防护口罩,【黑龙江】克东县虹飞口罩厂召回一次性民用口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94055.html,,,,,,,
,11,其他,2020/10/27,150,一次性防护口罩,【黑龙江】黑龙江同禹药品包装股份有限公司召回一次性使用口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94056.html,,,,,,,
,11,儿童用品,2020/10/29,182,肚兜,【河北】保定大英服饰制造有限公司召回顽皮云朵连腿肚兜产品,经检验，绳带、附件抗拉强力不符合GB31710-2015标准要求，可能会产生栓、弹、如勒住儿童脖颈使儿童窒息的风险隐患。,绳带、附件抗拉强力,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201030_94074.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/10/29,15,鞋柜,【河北】石家庄永辉家具厂召回鞋柜产品,由于在生产过程中甲醛项目不符合标准，可能使消费者身体健康造成伤害。长期接触可能引起鼻腔、口腔、咽喉、皮肤和消化道癌症，尤其对儿童和孕妇危害更大。长期生活在低浓度甲醛环境中，会影响婴儿智力发展，体质较弱或敏感体质的婴幼儿严重的可能变成痴呆儿。,甲醛,鼻腔、口腔、咽喉、皮肤和消化道癌症,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201030_94075.html,,,,,,,
,11,儿童用品,2020/10/30,80000,作业本,【河南】温县汝堂文化纸品印刷厂召回部分作业本,由于机器操作不当，危险锐利尖端外翘，纸张亮度超标，可能存在对儿童造成伤害的安全隐患。,锐利边缘、纸张亮度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201102_94094.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/10/29,10,鞋柜,【河北】石家庄朗迪家具有限公司召回M11鞋柜产品,由于在生产过程中有害物质限量要求——甲醛释放量、使用说明项目不符合标准，长期接触可能引起鼻腔、口腔、咽喉、皮肤和消化道癌症的风险，可能队消费者身体健康造成伤害。,甲醛释放量、使用说明,鼻腔、口腔、咽喉、皮肤和消化道癌症的风险,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94131.html,,,,,,,
,11,其他,2020/11/2,3744,水壶,【上海】禧玛诺（上海）贸易有限公司召回部分ELITE水壶,经抽检发现壶嘴位置检验项目总迁移量(油脂替代模拟物，70℃，2小时)测试结果超出标准范围。如果消费者用水壶装油性液体并饮用，可能会释放出有害物质，存在损害人体健康的潜在风险。 ,油脂替代模拟物迁移量,危害健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94139.html,,,,,,,
,11,家用电器及电器附件,2020/11/2,120,电暖器,【广东】佛山市顺德区奥德尔实业有限公司召回部分电暖器,由于缺少接地标志和在生产过程中混入未经特殊处理的反射罩，可能存在过热起火的安全隐患。,接地标志,起火,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94140.html,,,,,,,
,11,家用电器及电器附件,2020/11/2,1800,USB插座,【广东】广东俊朗松田电器有限公司召回部分的USB插座,由于电气间隙、爬电距离、绝缘穿透距离等方面不符合安全标准要求，产品存在极限使用时过热，损坏充电器或触电的隐患。,电气间隙、爬电距离、绝缘穿透距离,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94141.html,,,,,,,
,11,家用电器及电器附件,2020/11/2,3500,取暖炉,【广东】佛山市南海德玲电器有限公司召回部分豪华型取暖炉,由于产品的安全使用说明不足、对触及带电部件的防护、非正常工作、结构、接地措施方面不符合安全标准要求，可能会产生电击触电和引起火灾危险，存在危及人身、财产安全的不合理风险。,安全使用说明不足、对触及带电部件的防护、非正常工作、结构、接地措施,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94142.html,,,,,,,
,11,家用电器及电器附件,2020/11/3,150,加热器,【广东】佛山市凌飞电器有限公司召回部分室内加热器,由于接地端子无保护接地符号，在电源线损坏更换时，可能造成电源线接错线，造成短路危险产品360度散热，使用时无法保障和易燃物品安全距离，测试角边壁温升超过150K，可能造成火灾的危险。,接地端子无保护接地符号、无法保障和易燃物品安全距离,短路、火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94143.html,,,,,,,
,11,儿童用品,2020/11/3,13392,文具笔,【广东】广东金万年文具有限公司召回部分文具笔,由于产品的笔帽尺寸、空气通道面积和通气流量均过小，且产品包装上安全警告标示字体较小，不容易引起儿童或者监护人注意正确使用，如果儿童不慎将笔帽吸入口中，可能出现笔帽堵塞气管引发窒息危险。,笔帽尺寸、空气通道面积和通气流量、包装上安全警告标示字体较小,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201103_94145.html,,,,,,,
,11,儿童用品,2020/11/3,8,儿童服装,【河北】晋州市盛美商贸有限公司召回部分儿童罩衣产品,由于在生产过程中绳带项目不符合标准，可能会产生比如勒伤、绊倒、窒息等风险，可能使消费者身体健康造成伤害。,绳带,勒伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94163.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/3,7,鞋柜,【河北】正定县金阳家具厂召回部分鞋柜产品,由于在生产过程中有害物质限量要求——甲醛释放量项目不符合标准，长期接触可能引起鼻腔、口腔、咽喉、皮肤和消化道癌症使用说明书缺失，可能使消费者错误安装，导致消费者身体健康受到伤害。,甲醛释放量、使用说明,致癌,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94164.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/3,9,鞋柜,【河北】石家庄百杰倍诚木业有限公司召回部分鞋柜产品,由于在生产过程中甲醛释放量项目不符合标准，长期接触可能引起鼻腔、口腔、咽喉、皮肤和消化道癌症，对消费者身体健康造成伤害。,甲醛,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94165.html,,,,,,,
,11,其他,2020/11/3,30000,非医用防护口罩,【河北】邯郸市洁雅卫生用品有限公司召回 KN95非医用防护口罩产品,由于在生产过程中过滤率项目不符合标准，可能会产生过滤能力不达标的风险，可能使消费者身体健康造成伤害。,过滤效率,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94167.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/3,3,鞋柜,【河北】石家庄市永发家具有限公司召回部分鞋柜产品,由于在生产过程中封边不符合标准，可能会使消费者碰伤擦伤产品的甲醛释放量超标，可能使消费者的呼吸道系统受到伤害。,封边不符合标准、甲醛,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94166.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/3,9,鞋柜,【河北】石家庄市乖乖虎家具有限公司召回L7鞋柜产品,甲醛释放量不符合安全标准，长期接触易致癌，或影响儿童智力发育未提供与建筑物的连接件，易造成鞋柜翻到，砸伤消费者。,甲醛释放量、未提供与建筑物的连接件,致癌,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94168.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/3,18,鞋柜,【河北】正定县仕达家具厂召回F07-1鞋柜产品,由于在生产过程结构安全项存在的缺陷，可能导致消费者夹伤或碰伤无使用说明书可能会给消费者安装使用和后期保养造成影响高度大于600mm的柜类产品，已提供固定产品于建筑物上的连接件，未在使用说明书中明示安装使用方法，会造成消费者不会安装或安装不当，影响稳定性能差易造成砸伤等伤害甲醛释放量超标，长期接触可能引起鼻腔，口腔，咽喉皮肤和消化道癌症，还可能影响婴儿智力发展。,结构安全、无使用说明书、甲醛,致癌、夹伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94169.html,,,,,,,
,11,儿童用品,2020/11/3,50,儿童服装,【北京】棉山（北京）服饰有限公司主动召回 66/48型汗布爬服产品,由于生产环节和过程质量管理管控不严，导致附件抗拉强力不符合国家标准要求。如果儿童误食附件，会造成窒息伤害。,附件抗拉强力,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94171.html,,,,,,,
,11,家用电器及电器附件,2020/11/3,50,电暖袋,【北京】北京中欧普瑞科技有限公司主动召回Z-8042型号部分电暖袋产品,因该产品未设置过热保护装置，存在烫伤消费者的风险。,过热保护装置,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201104_94170.html,,,,,,,
,11,儿童用品,2020/11/4,5707,中性笔,【广东】广州奥太信科技有限公司召回狮王子玩偶中性笔,由于在设计的时候笔帽通气口小，可能存在小孩子误食的安全隐患。,笔帽通气口小,误食用,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94174.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/4,10,餐椅,【黑龙江】黑龙江省驼峰家具有限责任公司召回部分橡木人牌TF-0814餐椅,甲醛释放量超标，可能导致对人身安全产生影响后果。,甲醛,人身安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94175.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/4,20,鞋柜,【河北】正定县桐馨家具厂召回1015型号鞋柜,"由于在生产过程中与建筑物连接的安装件在使用说明中未明示安装方法,会造成消费者不会安装或安装不当，易造成砸伤等伤害有害物质限量要求——甲醛释放量不达标，长期接触可能引起鼻腔、口腔、咽喉皮肤和消化道癌症，尤其对儿童和孕妇危害也就更大安全要求——结构安全——边缘及尖端项目不符合标准，消费者身体部位与其磕碰可能会造成伤害。",使用说明、甲醛、尖端,砸伤、致癌、受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94176.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/5,5,鞋柜,【河北】正定县清辉家具厂召回部分鞋柜产品,由于产品边缘及尖端项目不符合标准，容易使消费者碰伤翻门项目不符合标准，易导致消费者夹伤未提供与建筑物连接件，易导致柜体翻倒，砸伤消费者未提供使用说明书，会造成消费者不会安装或安装不当，易造成砸伤等伤害。,尖端、翻门项目、使用说明,夹伤、砸伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94178.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/5,3,鞋柜,【河北】石家庄循环化工园区金泰家具厂召回鞋柜17-1040产品,"由于在生产过程中板材结构项目不符合标准，可能发生结构安全项存在的缺陷，会给消费者带来划伤、刺伤等伤害使用说明书中未明示规格型号、原辅材料（连接件）使用部位、产品主要原辅材料或标注的内容与产品不符3所有高桌台及高度大于600mm的柜类产品，未提供固定产品于建筑物上的连接件，也未在使用说明书中明示安装使用方法，稳定性能差易造成砸伤等伤害按照GB 18584-2001《室内装饰装修村料 木家具中有害物质限量》规定甲醛释放≤1.5mg/L,产品可能导致以下几种危险长期接触可能引起鼻腔，口腔，咽喉皮肤和消化道癌症。",板材结构、使用说明、甲醛,受伤、致癌,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94177.html,,,,,,,
,11,家具及建筑装饰装修材料,2020/11/5,3,鞋柜,【河北】河北筑梦家具有限公司召回部分鞋柜产品,由于柜高1070mm有玻璃部件，不符合结构安全标准，会给消费者带来刺伤等伤害由于未提供与建筑物的连接件，会影响鞋柜稳定性能，易造成消费者被砸伤未提供使用说明书，会造成消费者不会安装或安装不当，易造成砸伤等伤害翻门的关闭力不符合标准，宜发生碰、夹伤，造成人身伤害。,结构设计、稳定性、使用说明、翻门的关闭力,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94179.html,,,,,,,
,11,家用电器及电器附件,2020/11/5,40,饮水机,【贵州】贵州省遵义市红花岗区黔峰电器组装厂召回饮水机,由于在生产过程中使用了不合格的电源线，可能存在过热起火、意外触电的安全隐患。,电源线,起火,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201105_94181.html,,,,,,,
,11,家用电器及电器附件,2020/11/5,292000,电热水袋,【广东】中山市威威电器有限公司召回部分电热水袋,由于产品的结构、耐热和耐燃方面不符合安全标准要求，可能会产生电击触电和引起火灾危险，存在危及人身、财产安全的不合理风险。,结构、耐热和耐燃,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201106_94210.html,,,,,,,
,11,其他,2020/11/6,100,普通防护口罩,【四川】四川鼎阳医疗器械有限责任公司召回部分一次性普通防护口罩,由于该型号中过滤效率不符合标准要求，达不到过滤效果，可能导致呼吸性疾病。 ,过滤效率,呼吸性疾病,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201109_94213.html,,,,,,,
,11,其他,2020/11/6,100,普通防护口罩,【四川】四川鼎阳医疗器械有限责任公司召回部分一次性普通防护口罩,由于该型号中过滤效率不符合标准要求，达不到过滤效果，可能导致呼吸性疾病。 ,过滤效率,呼吸性疾病,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202011/t20201109_94213.html,,,,,,,
