序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
675,儿童用品,布绒玩具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎，窒息,中国,2016/8/19,玩具狗的鼻子和眼睛容易脱落。儿童可能将其放入口中，造成呛噎。
676,儿童用品,儿童骷髅服装,32岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,不透气,是,窒息,中国,2016/8/19,塑料包装袋太薄，可能附着在儿童口鼻上，导致窒息。
677,儿童用品,塑料蛇,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,头部含有DEHP（测得占重8.9%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
678,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃的塑料材料中含有DEHP（测得头部和鱼鳍材料分别占重36.9%和44.2%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。（该产品可能是假冒的）
679,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃的塑料材料中含有DEHP（测得占重13%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
680,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃的塑料材料中含有DEHP（测得占重17.6%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
681,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃的塑料材料中含有DEHP（测得占重35%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
682,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃的塑料材料中含有DEHP（测得占重35%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
683,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部的塑料材料中含有DEHP（测得占重16.9%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
684,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部的塑料材料中含有DEHP（测得占重16.9%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
685,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部的塑料材料中含有DEHP（测得占重39.2%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
686,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重18%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。（该产品可能是假冒的）
687,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重23.2%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。（该产品可能是假冒的）
688,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重24.7%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
689,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重26%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
690,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重26%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
691,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重30%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。（该产品可能是假冒的）
692,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重30.8%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
693,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,娃娃头部含有DEHP（测得占重36%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
694,儿童用品,跳绳,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/8/19,跳绳含有DEHP（测得占重36.7%）。这种邻苯二甲酸盐可能会损害儿童的健康，对生殖系统造成损害。
695,儿童用品,拖拉玩具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎，窒息,中国,2016/8/19,各种小部件可以拆卸。儿童可能将其放入口中，造成呛噎。包装材料太薄，若儿童拿来把玩，可能会导致窒息。
696,儿童用品,娃娃和婴儿推车套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,化学，呛噎，受伤,中国,2016/8/19,玩具的小部件可以轻易拆卸（例如娃娃的安抚奶嘴的手柄和在奶嘴中间固定手柄的护罩。）幼童可能将其放入口中，造成呛噎。电池盒盖也容易拆卸，使得纽扣电池可被接触到，纽扣电池可能会被儿童误吞，对胃肠道造成伤害或造成呛噎。此外，婴儿车的安全锁不够牢固，如果婴儿车载重，安全锁会松开，致使婴儿车垮塌。这可能会导致正在玩玩具的儿童受伤，并且由于婴儿车垮塌，儿童手指可能被活动部件夹住。
697,儿童用品,玩具口哨,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/8/19,动物模型的触角容易被拆卸。幼童可能将其放入口中，造成呛噎。
698,儿童用品,玩具婴儿车,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,受伤,中国,2016/8/19,玩具车仅有的一个锁定装置且无法自动啮合。若玩具婴儿车垮塌，儿童手指可能会因此存在被活动部件夹住的危险。
699,儿童用品,音乐玩具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是, ,中国,2016/8/19,四个塑料动物模型都是小部件。玩具的轮子可能脱落。儿童可能将模型或轮子放入口中，造成呛噎。
700,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,基本绝缘线部分可以被接触到。在电线损坏的情况下，电线的带电导体可被接触到。
701,家具及建筑装饰装修材料,可充电手电筒,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,电池充电器的电绝缘不足。初级绕组和次级绕组之间的电气间隙和爬电距离太短。
702,家具及建筑装饰装修材料,伸缩梯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,受伤,中国,2016/8/19,在松开锁定装置时，手指可能会被夹住在台阶/梯级之间。梯子的台阶不够结实，使用过程中可能会断裂。
703,家具及建筑装饰装修材料,吸顶灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,灼伤，电击,中国,2016/8/19,吸顶灯的灯泡和电线之间无防止二者接触的防护盖。不充分绝缘的电源线可能会因此过热，并且带电部件可被接触。此外，过热部件可能会灼伤使用者。
704,家用电器及电器附件, 电表,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,电源的电绝缘不足。电源的初级绕组和次级绕组之间的电气间隙和爬电距离太短，有电击的危险。
705,家用电器及电器附件,加热手套,14岁~60岁,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,电池充电器的初级绕组和次级绕组之间的电气间隙和爬电距离太短，有电击的危险。
706,其他 ,车载电源逆变器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,产品缺少活动挡板以防带电部件被接触，可能导致使用者遭受电击。
707,日用杂品,耳环,不限年龄段,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镉及其化合物,是,化学,中国,2016/8/19,金属部件含有镉（测得占重高达57％）。镉对人体健康有害，因为它会在体内积聚并损害器官，可能导致癌症。
708,食品相关产品,保温瓶,14岁~60岁,男女均可使用,高温环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,化学,中国,2016/8/19,保温杯中含石棉纤维。如果保温杯破裂，使用者可能会吸入致癌的石棉纤维。
709,文教体育用品,充气臂环,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,溺死,中国,2016/8/19,当充气臂环的气嘴盖未盖紧时，空气可能会通过气嘴阀门泄漏，致使臂环漏气，造成使用者溺水的危险。
710,文教体育用品,充气臂环,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,溺死,中国,2016/8/19,接缝处的强度不足，长期或重复使用后气囊可能会开始泄漏。气囊的泄气可能会影响浮力以及产品的大小。因此，产品可能无法保持在儿童上臂处，造成溺水的危险。
711,信息技术产品,手机充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/8/19,电绝缘不足：主电路的火线和零线之间的爬电距离太短。
712,儿童用品,塑料建筑玩具套装,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,窒息,中国,2016/8/23,塑料建筑玩具套装里的小零件可能会脱落，造成幼儿窒息的危险。
