序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
698,文教体育,胶水,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,氯气,,化学,欧盟,2018/7/27,该胶水含过多的氯仿（测得占重：39%）。高浓度氯仿会导致皮肤刺激，若被吸入或吞食会损害健康。
699,文教体育用品,人体彩绘棒,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物危害,,,,化学,欧盟,2018/7/27,彩绘棒含有化妆品禁用的红色着色剂CI 15585。此外还含有黄色着色剂CI 21090。化妆品不可含有禁用的着色剂。
700,日用杂品,灭火器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,高/低温物质危害,高温物质危害,明火,,火灾,欧盟,2018/7/27,产品的灭火性能远低于其标识所声明的水平。产品可能无法灭火并有加剧火势的风险。
701,交通用具 ,电动自行车马达控制电路板,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,,擦伤,美国,2018/8/2,马达控制器容易进水，使马达自行加速，存在导致骑乘者发生撞车事故和受伤的风险
702,家用电器,热敏打印机的电源供应设备,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,,财产损失,美国,2018/8/2,该产品暴露在潮湿和过热环境下会逐渐老化和被腐蚀，存在导致火灾的风险
703,日用杂品,烟花,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,爆炸危害,固相爆炸危害,固体爆炸性物质,,爆炸,美国,2018/8/2,该产品中为了制造听觉效果而过量使用烟火量，违反联邦规范法规对此产品的要求。烟火量过量的烟花会引起超出预期效果之外的强烈爆炸，有导致消费者被烧伤和炸伤的风险。根据《联邦危险物质法（FHSA）》，该烟花属于违禁危险物质，应禁止销售。
704,信息技术产品,USB电源供应器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击，火灾,欧盟,2018/8/3,电绝缘性能不足。用户接触可触碰部件时可能会遭受电击，或者电弧放电可能会导致火灾。
705,信息技术产品,电源适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击，火灾,欧盟,2018/8/3,电绝缘性能不足。在使用过程中，电击穿可能会引起火灾，或使用户遭受电击。
706,儿童用品,发条玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,小鸡的鸡冠和兔子的耳朵容易脱落形成小部件，若儿童将其放入口中，会堵塞呼吸道。
707,儿童用品,发条玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,海龟上的发条把手和大象鼻子容易脱落形成小部件，若儿童将其放入口中，会堵塞呼吸道。
708,儿童用品,发条沐浴玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,发条把手容易从玩具上脱落形成小部件，若儿童将其放入口中，会堵塞呼吸道。
709,儿童用品,挤压玩具球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,致病微生物危害,原核细胞微生物危害,,,微生物,欧盟,2018/8/3,液体嗜中温需氧细菌总量过高（测量值为4x105cfu/ml）。液体接触到开放伤口、嘴、手或眼睛，可能有感染的风险。
710,儿童用品,带电池的软刺玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,玩具上的橡胶软刺容易脱落，且都是小部件。若儿童将其放入口中，会堵塞呼吸道。
711,儿童用品,悠悠球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,勒毙,欧盟,2018/8/3,球上的弹力绳过长，可能会缠绕儿童颈部，导致儿童被勒毙。
712,儿童用品,玩具茶具组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,咖啡壶的顶盖容易脱落形成小部件，若儿童将其放入口中，会堵塞呼吸道。
713,儿童用品,钓鱼玩具组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎，受伤,欧盟,2018/8/3,玩具含有的高磁通量小磁体容易脱落。若儿童吞食磁体和其他金属物体，物体会相互吸引，导致肠梗阻或穿孔。此外，若将磁体放入口中，可能会堵塞儿童呼吸道。
714,儿童用品,积木,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,,呛噎，受伤,欧盟,2018/8/3,桥状零件容易碎裂形成小部件和可被接触的尖锐边缘，若儿童将其放入口中，会堵塞呼吸道。儿童也会因为接触锋利边缘导致受伤。
715,儿童用品,悠悠球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,勒毙,欧盟,2018/8/3,球的弹力绳过长，可能会缠绕儿童颈部，导致儿童被勒毙。
716,儿童用品,玩具吉他,14岁及以下,男女均可使用,正常使用环境,可合理预见的误使用,噪声危害,,,,呛噎，听力受损，勒毙,欧盟,2018/8/3,小部件可从玩具上脱落，儿童可能会将其放入口中，导致呛噎。玩具吉他的挂带过长且无快速松解机制，当被挂在颈部使用时，带子会形成绳圈并缠住颈部。由于缺少快速松解机制，使得儿童试图拆卸带子，从而导致勒毙。另外，声压级过高会导致听力受损。
717,儿童用品,塑料玩具,14岁及以下,男女均可使用,正常使用环境,可合理预见的误使用,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,小部件（蜜蜂的触角和车轮轮胎）容易从玩具上脱落，儿童可能会将其放入口中，导致呛噎。
718,儿童用品,沐浴玩具套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,动物上的吸盘容易脱落，儿童可能会将其放入口中，堵塞呼吸道。
719,儿童用品,化装舞会用脸部彩绘颜料,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,化学,欧盟,2018/8/3,蓝色颜料含有铝（测量值为14890 mg/kg），红色颜料含有钡（测得值为1940 mg/kg）。铝和钡若被摄入，可能会产生毒性。
720,儿童用品,玩具枪套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,射弹上的吸盘容易脱落。若儿童将射弹放入口中，吸盘可能会脱落并堵塞呼吸道。
721,儿童用品,塑料口哨,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/8/3,口哨为小部件，儿童可能会将其放入口中，导致呛噎。
722,儿童用品,玩具喇叭,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,噪声危害,,,,听力受损,欧盟,2018/8/3,玩具声压级过高，会对听力造成永久性损伤。
723,儿童用品,带橡皮擦的铅笔,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/8/3,铅笔上的塑料涂层含有邻苯二酸二-(2-乙基己基)酯（DEHP）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
724,儿童用品,泥塑粘土,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,,化学,欧盟,2018/8/3,黄色、紫色和红色粘土含有硼（测量值为2956 mg/kg）。摄入或接触过量的硼会损害儿童的生殖系统，从而危害儿童健康。
725,卫生用品,牙齿美白产品,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒酸碱类危害,氢氧化钠,,化学,欧盟,2018/8/3,产品成分以过氧化氢作为漂白物质（测得占重：6%）。高浓度的过氧化氢会引起皮肤刺激，若被吞食会损害健康。
726,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/8/3,电触点可能会松动，使得带电部件可被接触。用户可能会在更换灯串里的灯泡时遭受电击。
727,家具及建筑装饰装修材料,LED灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/8/3,电源的电绝缘性能不足，用户接触可触碰部件时可能会遭到电击。
728,家具及建筑装饰装修材料,自行车LED灯和充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/8/3,充电器变压器的初级线圈和次级线圈的绝缘漆相互触碰，可被接触的次级电路变得带电。
729,家用电器及电器附件,一氧化碳探测仪,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,,窒息,欧盟,2018/8/3,仪器探测一氧化碳的灵敏性不足，存在一氧化碳中毒的风险。
730,家用电器及电器附件,电源插座检测器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/8/3,产品电绝缘性能不足。用户接触带电部件可能会遭受电击。
731,日用杂品,腕表,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镍及其化合物,,化学,欧盟,2018/8/3,金属释放的镍含量过高（测得值：2.8 mg/cm²/week）。镍是一种强烈致敏物，如果存在于与皮肤长期直接接触的物品中，会引起过敏反应。
732,日用杂品,腕表,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镍及其化合物,,化学,欧盟,2018/8/3,表带释放的镍含量过高（测得值：3.12 mg/cm²/week）。镍是一种强烈致敏物，如果存在于与皮肤长期直接接触的物品中，会引起过敏反应。
733,日用杂品,脚链,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镉及其化合物,,化学,欧盟,2018/8/3,垂饰含有镉（测得占重：89%）。镉对人体健康有害，能够在体内积聚，可能会损伤器官并可能诱发癌症、敏感和皮肤过敏反应。
734,日用杂品,新奇打火机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,高/低温物质危害,高温物质危害,明火,,火灾,欧盟,2018/8/3,该产品对儿童有吸引力，儿童会玩弄产品并引发火灾。
735,纺织品及服装鞋帽,夹克,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/8/3,"夹克含有的偶氮染料释放出芳香胺3,3-二甲氧基联苯胺（测得占重：>100 mg/kg）和联苯胺（测得占重：75 mg/kg）。若产品长期直接接触消费者的皮肤，芳香胺可被皮肤吸收，诱发癌症、细胞突变，并影响生殖系统。"
736,家具装饰装修材料,躺椅,37个月以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,跌落,美国,2018/8/7,该产品椅脚上的塑胶接点支护会断裂，存在导致消费者跌落的风险。
737,日用杂品,手枪电子保险柜,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,,受伤,美国,2018/8/9,该手枪保险柜无需使用钥匙或多种外力便可打开，可无意中接触到柜中内容物，存在造成儿童或他人严重受伤的风险。
738,信息技术产品,全球通用旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/8/10,若插头适配器没有正确地组装（将美式插头部分和英式插头部分相接），带电部件可被接触。另外，插头插脚的电绝缘性能不足。若用户接触到适配器的带电部件，可能会遭受电击。
