序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
641,卓美儿童戏剧(翠微路印象城店)，不给退学费,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355090158/,投诉,卓美教育,退款,诉求：要求卓美儿童英文戏剧，执行合同，退回1年学费。 简要经过：我在2021年9月16日，向卓美英文戏剧申请退款。卓美以当初特价学费为由，不退费。这在合同中并未写明。 名称：北京卓美时代国际文化有限公司 地址：卓美儿童戏剧(海淀区翠微路印象城店),处理中
642,新东方儿童馆大塘小鱼180天打卡骗局,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355481914/,投诉,新东方旗下大塘小鱼,"解除合约,追讨欠款",参加大塘小鱼的180天打卡活动，做到为其宣传等合同要求，酬劳是价值264元dk儿童英语套装及随时提现的60元。现在dk儿童英语套装无法提起申请；随时提现的60元以微信限额名义无法顺利提现，但是隔日我零点去申请依旧失败。客服电话微信均无回馈，大塘小鱼app所有网页加载时间均超过一分钟，怀疑欺诈。,处理中
643,梦想庄园电话手表游戏诱骗儿童消费,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354770897/,投诉,梦想庄园官方微博,退款,儿童电话手表消费密码也不要消费提醒也没有家长完全不知情,已完成
644,中国移动畅行卡无故停机,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355006980/,投诉,中国移动10086,"快速处理,改善服务,赔偿解释",小米手表使用的中国移动儿童手表畅行卡套餐未到期无故停机，客服电话永远占线中，在线客服联系不上，,已完成
645,广州趣丸网络科技,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354682757/,投诉,TT语音,退款,在没有监护人的情况下欺骗未成年儿童进行充值。,已完成
646,全民枪神边境王者诱导8岁儿童充值消费6000余元，要求全额退款,2021-09-17,https://tousu.sina.com.cn/complaint/view/17355001184/,投诉,全民枪神边境王者,退款,8岁儿童被这款游戏在一周多时间诱导充值6000多元，单次金额达600多，要求全额退款！,已完成
647,未成人充值和平精英不予退款,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354768575/,投诉,和平精英手游微博,"退款,改善服务",9岁儿童趁家长不注意充值和平精英1658.7元之多，请求客服退款无果。,已完成
648,未成年儿童充值,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355119682/,投诉,华为终端客服,要求全额退款,未成年儿童在各大华为商城里下载的游戏中充值，申请退款华为客服以各种理由拒绝退款,已回复
649,办理套餐时未说明合同有效期,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355172899/,投诉,中国移动10086,"快速处理,改善服务,更改套餐,道歉",想更换套餐，但在办理套餐时，短信说明内容根本未河童有效期是多久，就要求赔偿720元服务费,已完成
650,因为看动画用微信充了年会员，可是之后发现是影视会员，现在想换成儿童会员。,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355211398/,投诉,小米服务那些事,影视会员换儿童会员,看的动画片冲了年会员，可是充了之后才发现是影视会员，现在想换成儿童会员，微信上面没有这个功能,已完成
651,客服不回答,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355171174/,投诉,阿里客服,"退款,赔偿,解释",买了一双儿童鞋，收到货跟图片上完全不一样，联系客服又不回复，我也是醉了,处理中
652,手表手机冲值深圳移动公司安全定向儿童卡199元第二天就停机，电话号码为1483,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355283042/,投诉,中国移动10086,退货退款,手表手机冲值深圳移动公司安全定向儿童卡199元第二天就停机，电话号码为1483,已回复
653,开通五个月，只能上午看半天，后期只让星期天看，然后转学了，不用了，,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355415498/,投诉,掌通家园官博,退款,开通五个月，只能上午看半天，后期只让星期天看，然后转学了，不用了，馨童星幼儿园，,已回复
654,在盲盒星球买了一套预售款不给退款,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355030120/,投诉,盲盒星球,退款,我在盲盒星球买了CHOMI暗黑童谣系列的整套盲盒，我现在因为需要资金要退款，结果客服告诉我不能退！,已完成
655,深圳市畅行神州科技有限公司,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355024946/,投诉,深圳市畅行神州科技有限公司,退款,儿童手表卡充值后，仍一直处于停机状态，客服联系不上，已经有很多客户出现该情况,待分配
656,2020年7月在咪咕中信书店APP兑换儿童图书一套，截止目前仍未发货。,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355013201/,投诉,咪咕中信书店,退兑书卡,2020年7月用2张兑书卡兑换儿童图书一套，截止目前仍未发货，请退还兑书卡。,已回复
657,未成年儿童未经过家长同意私自买的手机，想要退款多次联系平台不处理，至今无果,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355043337/,投诉,转转客服中心,"退款,解释",9.9日儿童未经家长知悉在平台购买手机并签收。9.13号儿童开学，9.15号家长在家里发现手机，联系平台，说48小时处理，等候许久，无人处理，现在一联系平台就说前边几十个人排队，耐心等待排到队还踢皮球说，超出处理范围，再转给其他人，还有几十个人排队，往复循环欺负消费者。,已完成
658,江南布衣童装拒不退款退货,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355161465/,投诉,江南布衣,退货退款,众所周知的江南布衣童装事件，我从代购处购买了一件江南布衣童装，但代购拒绝给我退款，理由是公司不给退。我要投诉江南布衣公司，为什么不给退款，明明是她家衣服有问题，损失却要消费者承担,处理中
659,新东方旗下大塘小鱼180天打卡骗局,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355486780/,投诉,新东方旗下大塘小鱼,追讨欠款,大塘小鱼的180天打卡活动，为其宣传等合同要求，酬劳是定价264元dk儿童英语套装及随时提现的60元。现在打卡已经完成，做到合同规定要求，dk儿童英语套装却无法提起申请；随时提现的60元以微信限额名义无法顺利提现，但是隔日我零点去申请依旧失败。客服电话微信均无回馈。,处理中
660,百丽童鞋鞋底破皮,2021-09-18,https://tousu.sina.com.cn/complaint/view/17354965949/,投诉,百丽客服中心,退货退款,在南京鼓楼新城市广场买了一双百丽童鞋 一月不足 前头大面积开胶 破鞋底,已回复
661,2020年7月在咪咕中信书店APP兑换儿童图书一套，截止目前仍未发货。,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355013201/,投诉,咪咕中信书店,退兑书卡,2020年7月用2张兑书卡兑换儿童图书一套，截止目前仍未发货，请退还兑书卡。,已回复
662,疫情反复人身健康起见不想拍摄要求退回订金,2021-08-05,https://tousu.sina.com.cn/complaint/view/17354321843/,投诉,聚焦baby儿童摄影,"退款,道歉,作出处罚,解释",宝宝还小因疫情不可抗因素要求退定金 为了安全起见我们不想拍摄 遭商家拒绝以体验片 要挟付款高额费用给他们 并且以我的定金已发放了销售提成唯由耍无赖,已完成
663,全民枪神边境王者诱导8岁儿童充值消费6000余元，要求全额退款,2021-09-17,https://tousu.sina.com.cn/complaint/view/17355001184/,投诉,全民枪神边境王者,退款,8岁儿童被这款游戏在一周多时间诱导充值6000多元，单次金额达600多，要求全额退款！,已完成
664,未成年儿童未经过家长同意私自买的手机，想要退款多次联系平台不处理，至今无果,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355043337/,投诉,转转客服中心,"退款,解释",9.9日儿童未经家长知悉在平台购买手机并签收。9.13号儿童开学，9.15号家长在家里发现手机，联系平台，说48小时处理，等候许久，无人处理，现在一联系平台就说前边几十个人排队，耐心等待排到队还踢皮球说，超出处理范围，再转给其他人，还有几十个人排队，往复循环欺负消费者。,已完成
665,新东方旗下大塘小鱼180天打卡骗局,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355486780/,投诉,新东方旗下大塘小鱼,追讨欠款,大塘小鱼的180天打卡活动，为其宣传等合同要求，酬劳是定价264元dk儿童英语套装及随时提现的60元。现在打卡已经完成，做到合同规定要求，dk儿童英语套装却无法提起申请；随时提现的60元以微信限额名义无法顺利提现，但是隔日我零点去申请依旧失败。客服电话微信均无回馈。,处理中
666,百丽童鞋鞋底破皮,2021-09-18,https://tousu.sina.com.cn/complaint/view/17354965949/,投诉,百丽客服中心,退货退款,在南京鼓楼新城市广场买了一双百丽童鞋 一月不足 前头大面积开胶 破鞋底,已回复
667,哔哩哔哩网站对未满18岁儿童未经过身份核实就批准注册观看并收取大额充值费用,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354935522/,投诉,哔哩哔哩服务娘,退款,1.该平台对未满18岁儿童未经身份核实就批准注册观看；2.该平台对未满18岁儿童未经身份审核就收取大额买金币等费用；3.该平台有错在先，却对监护人提出退款要求要求提供根本不可能操作的霸王条款，要求提供的材料与投诉内容无关并涉及客户隐私。4.该平台服务人员答复答非所问。,已回复
668,双减政策下，幼儿英语课程要求退款被拒,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354929394/,投诉,腾讯开心鼠英语ABCmouse,退款,21年4月因身体原因孩子无法上学，受推销情况下购买其英语系统课程。双减政策下，学前儿童5岁，不愿意学习其英语系统课程，其课程不符合学前儿童参加线上培训的政策，沟通要求退款余下课程被拒，沟通无果，霸王条款,已完成
669,充值会员卡后，现在店面搬走不给退款,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354955075/,投诉,贝利珍妮,退款,在贝利珍妮儿童乐园充值会员卡，然后现在他们店面搬走后，联系客服不给退款,待分配
670,抖音平台小猪班纳PEPCO童装官方旗舰店虚假宣传产品A类安全标准，实际是B类,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920191/,投诉,抖音短视频,"赔偿,假一赔三，保底500",2021年8月13日，在抖音平台小猪班纳童装官方旗舰店买了儿童贴身内衣，买前询问客服安全级别，客服回复A类，但是收到货实际是B类，与之前说的不符，因为用红包购买，红包有时效要求，所以无法给我退款，商家当时也没有承诺给我补偿，所以投诉，涉及虚假宣传，假一赔三，不足500补偿500！,已完成
671,未成年游戏充值退款,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354945495/,投诉,网易游戏,退款,未成年儿童在父母不知情的情况下在旗下IMVU游戏中私自充值，申请退款！,已完成
672,广东天宸误导青少年儿童扣费,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354911791/,投诉,TelCheer广东天宸,退款,广东天宸多次误导青少年儿童消费扣费，没有短信提示，要求退款。后续处理好不在扣费,已回复
673,在快手小店名为“童诗芸童装店”的店铺购买衣服,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354816981/,投诉,快手小客服,退款,在该店购买一件卫衣，显示8月27日已发货，然而到今天9月6日在快手小店看不到物流信息，客服电话无人接听，和客服聊天也一直是机器人，目前商品已经自动确认收货，在浏览器查询物流发现9月1日快递在揭阳市签收，且并不是我的收货地址,已完成
