序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
2604,引导性诱惑消费，收费不合理,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354892793/,投诉,踏实消费,"道歉赔偿/解释,提供结清证明",去面试外卖员，本来平台就可以自己申请，非要叫我去面试，说不收取任何费用，到了那里就开始问我有没有车，我说没有，然后慢慢的开始诱导我，说一个月挣多少多少钱，租车不如买车，然后就让我签字，带我去了电动车行，在一个商场里，宝岛牌电动车，根本没什么名气，而且价格收费太高。正常来说这种电动车2000多能下来，...,处理中
2605,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
2606,客服处理不到位,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887677/,投诉,转转客服中心,退款,我在转转买的东西电动车，虚假发货，没有收到，我要求退款，但平台和处理的结果是让我退货，我都没有收到，对方平台物流单号也是假的,已完成
2607,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
2608,雅迪售后理赔速度特别慢，客服电话一直忙线，线上消息没人回,2021-07-27,https://tousu.sina.com.cn/complaint/view/17354204307/,投诉,雅迪电动车官方微博,"赔偿解释,道歉,费用赔偿,退款",2021年5月29日上午丢失报案，拿到受案回执，等待16天后收到邮寄通知，然后把各种材料邮寄到雅迪理赔，理赔中心6月21收到材料，等待几天后线上显示理赔失败（没有短信提醒，没有电话提醒，线上也没提醒），我看到之后就去报案警察局重开受案登记表，然后给客服打电话，打了两天打通了，打通之后说明情况，给客服报备最新...,已完成
2609,质量问题退货退款,2021-07-21,https://tousu.sina.com.cn/complaint/view/17354124095/,投诉,绿源电动车,"赔偿解释,道歉,改善服务,费用赔偿,退款",淘宝旗舰店买的inno7，买回来三天，连续两天出现车辆故障提醒，属于质量问题要求店铺退货退款，客服偷换概念说我是七天无理由退货要求我承担折旧费和来回运费,已完成
2610,柠檬出行不退押金,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354569167/,投诉,柠檬出行,退款,8月1日晚1809在三里屯南扫码租一辆柠檬出行共享电动车，付完押金开锁后电动车没反应，根本骑不走，后锁车还车，不到3分钟原地没动扣3块，然后申请退押金，至今未退。,处理中
2611,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
2612,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
2613,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
2614,引导性诱惑消费，收费不合理,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354892793/,投诉,踏实消费,"道歉赔偿/解释,提供结清证明",去面试外卖员，本来平台就可以自己申请，非要叫我去面试，说不收取任何费用，到了那里就开始问我有没有车，我说没有，然后慢慢的开始诱导我，说一个月挣多少多少钱，租车不如买车，然后就让我签字，带我去了电动车行，在一个商场里，宝岛牌电动车，根本没什么名气，而且价格收费太高。正常来说这种电动车2000多能下来，...,处理中
2615,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
2616,客服处理不到位,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887677/,投诉,转转客服中心,退款,我在转转买的东西电动车，虚假发货，没有收到，我要求退款，但平台和处理的结果是让我退货，我都没有收到，对方平台物流单号也是假的,已完成
2617,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
2618,雅迪售后理赔速度特别慢，客服电话一直忙线，线上消息没人回,2021-07-27,https://tousu.sina.com.cn/complaint/view/17354204307/,投诉,雅迪电动车官方微博,"赔偿解释,道歉,费用赔偿,退款",2021年5月29日上午丢失报案，拿到受案回执，等待16天后收到邮寄通知，然后把各种材料邮寄到雅迪理赔，理赔中心6月21收到材料，等待几天后线上显示理赔失败（没有短信提醒，没有电话提醒，线上也没提醒），我看到之后就去报案警察局重开受案登记表，然后给客服打电话，打了两天打通了，打通之后说明情况，给客服报备最新...,已完成
2619,质量问题退货退款,2021-07-21,https://tousu.sina.com.cn/complaint/view/17354124095/,投诉,绿源电动车,"赔偿解释,道歉,改善服务,费用赔偿,退款",淘宝旗舰店买的inno7，买回来三天，连续两天出现车辆故障提醒，属于质量问题要求店铺退货退款，客服偷换概念说我是七天无理由退货要求我承担折旧费和来回运费,已完成
2620,柠檬出行不退押金,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354569167/,投诉,柠檬出行,退款,8月1日晚1809在三里屯南扫码租一辆柠檬出行共享电动车，付完押金开锁后电动车没反应，根本骑不走，后锁车还车，不到3分钟原地没动扣3块，然后申请退押金，至今未退。,处理中
2621,飞驰出行共享电动车收费不合理，服务区小,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918710/,投诉,飞驰出行,"退款,赔偿,道歉,作出处罚,改善服务,维修",乱收费 1.在微信小程序“飞驰出行”购买月卡解锁车辆后电动车显示没电，之后多次换车扫码均显示没电，也没人修理 2.月卡只能是骑行资格，不能抵扣车费 3.今天早上的订单，出发不到一公里（其实只骑了六百多米）就说我在服务区外，无法骑行 4.该品牌车辆很少 从买了月卡至今，相当于我花了三十多块钱骑了几百米 5.就是因...,待分配
2622,余额退款旧版本注册的不开放,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354918437/,投诉,觅马出行,"退款,改善服务",这个电动车2018年开始投放到我们城市，一直用到2019年，后来因为疫情大家大家都不太出门就很久没用，后来这个电动车在我们城市就消失了，前几天突然想起来有押金还没退，点了退押金显示余额退款功能只针对1.3.70之后注册的新用户开放，能退的每次还要收入2元服务费，这是不愿意退款故意使绊子，老用户凭什么不给退，凭什...,处理中
2623,聚宝卡虚假宣传,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592216/,投诉,聚宝卡生活,退款,在快手看到19.9买电动车，付款后发现并没有订单信息,已完成
2624,引导性诱惑消费，收费不合理,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354892793/,投诉,踏实消费,"道歉赔偿/解释,提供结清证明",去面试外卖员，本来平台就可以自己申请，非要叫我去面试，说不收取任何费用，到了那里就开始问我有没有车，我说没有，然后慢慢的开始诱导我，说一个月挣多少多少钱，租车不如买车，然后就让我签字，带我去了电动车行，在一个商场里，宝岛牌电动车，根本没什么名气，而且价格收费太高。正常来说这种电动车2000多能下来，...,处理中
2625,当时就莫名其妙被中介骗了签了高价车 6500,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354907181/,投诉,人人租机网,"退款,赔偿,作出处罚",现在找卖家 不回信息 人人租机的租车客服就是中介 合伙坑人两个都不回我信息 希望严格处理这个 一个平均1000多的电动车 要我们6500,已回复
2626,客服处理不到位,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354887677/,投诉,转转客服中心,退款,我在转转买的东西电动车，虚假发货，没有收到，我要求退款，但平台和处理的结果是让我退货，我都没有收到，对方平台物流单号也是假的,已完成
2627,在自营店购买的机动车不给开机动车销售发票,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354849391/,投诉,京东客服,开发票,今年7月份买的电动车，要开具机动车销售发票才能上牌，联系京东就一直在和厂家联系，我跟厂家联系，厂家说自营的不需要厂家，京东这边就一直跟我说有专员跟进，就这么一直拖了一个多月,已完成
